GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "27039","Dodge, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",345544,383305,389729,457299,483204,533372,554029,575559,528815,586432,649720,691463,635426,623152,631568,673463,674107,769079
 "27041","Douglas, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1230100,1311069,1352344,1440705,1454062,1491196,1549693,1704295,1683241,1769208,1772763,1874421,1834951,1687265,1789164,1852248,1752586,1820998
 "27041","Douglas, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.626,69.945,72.147,76.861,77.574,79.555,82.676,90.924,89.801,94.387,94.577,100.000,97.894,90.015,95.452,98.817,93.500,97.150
 "27041","Douglas, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",961289,1043741,1094593,1201462,1245356,1318016,1411592,1577172,1600716,1690245,1726235,1874421,1876891,1760679,1906455,2001636,1921396,2042132
 "27043","Faribault, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",487494,562257,542713,596334,610934,646659,681937,631838,652329,603054,633670,646265,609288,505104,489931,554910,513808,499879
 "27043","Faribault, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.433,87.001,83.977,92.274,94.533,100.061,105.520,97.768,100.938,93.314,98.051,100.000,94.278,78.157,75.810,85.864,79.504,77.349
 "27043","Faribault, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",378421,443418,437225,498374,505230,540917,609427,572905,578116,549687,614895,646265,625117,523509,520137,594452,561209,554869
 "27045","Fillmore, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",559346,614826,565250,637233,632081,667337,689894,689348,630286,652059,684788,659467,629159,617392,612980,695039,618366,600821
 "27045","Fillmore, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.818,93.231,85.713,96.629,95.847,101.193,104.614,104.531,95.575,98.877,103.840,100.000,95.404,93.620,92.951,105.394,93.768,91.107
 "27045","Fillmore, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",431757,481211,450129,520508,519918,559814,609006,618678,570970,600660,665296,659467,642125,636896,645406,735292,669266,663742
 "27047","Freeborn, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",970169,1024994,1023912,1061095,1072022,1132305,1145838,1131035,1084002,1142861,1207892,1199938,1114846,1049776,1058404,1165428,1108282,1137572
 "27047","Freeborn, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.852,85.421,85.330,88.429,89.340,94.364,95.491,94.258,90.338,95.243,100.663,100.000,92.909,87.486,88.205,97.124,92.362,94.803
 "27047","Freeborn, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",732651,790462,806180,864411,882556,952652,1014349,1023878,1002000,1070978,1173199,1199938,1143307,1100121,1142436,1274398,1231703,1286215
 "27049","Goodhue, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2214757,2317637,2962594,2702614,2543500,2492321,2321114,2356637,2320936,2439229,2546654,2528551,2612979,2562026,2508142,2609788,2619441,2690313
 "27049","Goodhue, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.590,91.659,117.166,106.884,100.591,98.567,91.796,93.201,91.789,96.467,100.716,100.000,103.339,101.324,99.193,103.213,103.595,106.397
 "27049","Goodhue, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1779449,1872243,2455427,2296457,2207386,2236437,2143664,2203387,2261851,2372064,2519130,2528551,2679878,2709545,2702338,2812429,2867649,3016029
 "27051","Grant, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",212149,221091,211925,226389,216350,230971,244208,268893,262091,262389,251597,319920,305331,265677,326956,329385,285888,332796
 "27051","Grant, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.313,69.108,66.243,70.764,67.626,72.197,76.334,84.050,81.924,82.017,78.644,100.000,95.440,83.045,102.199,102.959,89.362,104.025
 "27051","Grant, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",154684,162500,161517,183130,176014,193463,219660,246699,232000,239864,245057,319920,313120,270227,322342,312730,279980,329817
 "27053","Hennepin, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",94361666,94255999,98146424,102444103,105998572,102823670,105101559,104528241,99453357,102379430,104391422,107185875,109071864,112663088,114465989,116975987,119283227,122552072
 "27053","Hennepin, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.036,87.937,91.567,95.576,98.892,95.930,98.055,97.521,92.786,95.516,97.393,100.000,101.760,105.110,106.792,109.134,111.286,114.336
 "27053","Hennepin, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",76113045,77277120,81451535,87240152,92625038,92396996,97094003,97660231,94837509,98443069,101978500,107185875,111286949,117131196,121724247,126229856,130461392,137015472
 "27055","Houston, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",413029,430438,444263,480889,474396,485901,467996,470933,453934,482561,489934,492476,472351,493119,490083,488518,521471,523549
 "27055","Houston, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.868,87.403,90.210,97.647,96.329,98.665,95.029,95.626,92.174,97.987,99.484,100.000,95.913,100.131,99.514,99.196,105.888,106.310
 "27055","Houston, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",325731,345098,365724,412281,408387,425696,428273,436459,422961,454920,478115,492476,483857,509871,508954,511069,556551,570105
 "27057","Hubbard, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",524137,571577,627359,865943,784716,663388,574495,540052,511132,519974,527133,527156,566804,566956,604791,619850,644871,670585
 "27057","Hubbard, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",99.427,108.426,119.008,164.267,148.858,125.843,108.980,102.446,96.960,98.637,99.996,100.000,107.521,107.550,114.727,117.584,122.330,127.208
 "27057","Hubbard, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",410861,458102,515099,733565,679096,585359,519061,497798,485185,497715,512662,527156,581376,595084,654162,688243,722758,762328
 "27059","Isanti, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",756572,802805,807807,851781,877659,915460,904593,900358,887457,921468,940795,951262,981815,1015628,1035051,1038315,1054112,1095281
 "27059","Isanti, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.534,84.394,84.919,89.542,92.263,96.236,95.094,94.649,93.293,96.868,98.900,100.000,103.212,106.766,108.808,109.151,110.812,115.140
 "27059","Isanti, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",583180,633272,648819,703052,748612,805756,821097,832793,848892,884647,916565,951262,1003135,1058147,1107079,1126788,1162990,1236114
 "27061","Itasca, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1707001,1734777,1710005,1733535,1735916,1799053,1772670,1835255,1680348,1941740,2105841,2067596,2175872,2120795,1924535,2038701,1985494,2079149
 "27061","Itasca, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.560,83.903,82.705,83.843,83.958,87.012,85.736,88.763,81.271,93.913,101.850,100.000,105.237,102.573,93.081,98.603,96.029,100.559
 "27061","Itasca, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1281131,1308054,1322491,1384001,1449735,1583548,1604420,1699750,1633084,1898443,2099038,2067596,2205535,2214516,2033909,2158606,2161995,2324749
 "27063","Jackson, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",365948,400749,427990,515816,598713,575313,526533,570315,642797,630478,660391,694255,711831,691521,690686,609992,665442,671346
 "27063","Jackson, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",52.711,57.724,61.647,74.298,86.238,82.868,75.841,82.148,92.588,90.814,95.122,100.000,102.532,99.606,99.486,87.863,95.850,96.700
 "27063","Jackson, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",281856,309036,340011,427512,486059,468833,468900,513598,550749,563764,644210,694255,731368,708679,695037,607372,675193,687809
 "27065","Kanabec, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",354154,361639,340639,362417,344198,348782,344331,334827,319821,331972,336283,333614,340404,362569,360606,410940,409260,383613
 "27065","Kanabec, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",106.157,108.401,102.106,108.634,103.172,104.547,103.212,100.364,95.866,99.508,100.800,100.000,102.035,108.679,108.091,123.178,122.675,114.987
 "27065","Kanabec, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",263515,276104,265831,292290,287769,304148,311317,309210,303068,317261,328087,333614,348808,378627,387540,447526,456921,437839
 "27067","Kandiyohi, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1538191,1562890,1631301,1744569,1799792,1900012,1860971,1939544,2011074,2184630,2312979,2407396,2391236,2329750,2485209,2462913,2519817,2561566
 "27067","Kandiyohi, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",63.894,64.920,67.762,72.467,74.761,78.924,77.302,80.566,83.537,90.747,96.078,100.000,99.329,96.775,103.232,102.306,104.670,106.404
 "27067","Kandiyohi, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1177979,1227484,1303475,1435225,1509967,1632318,1674132,1789780,1892120,2081445,2256857,2407396,2437330,2405540,2598761,2606169,2683127,2750481
 "27069","Kittson, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",159032,175265,260920,173613,165112,195129,222762,280327,163329,207894,206666,259216,298355,257829,248430,274211,255417,287951
 "27069","Kittson, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",61.351,67.614,100.658,66.976,63.697,75.277,85.937,108.144,63.009,80.201,79.727,100.000,115.099,99.465,95.839,105.785,98.535,111.085
 "27069","Kittson, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",111553,124618,194802,139817,133774,162049,204289,260736,145553,189786,201335,259216,305623,257742,240260,257319,247474,279567
 "27071","Koochiching, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",519523,515844,537984,586280,564000,538040,546244,515079,514393,534897,532457,509348,486197,455774,463739,477406,468341,483803
 "27071","Koochiching, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.998,101.275,105.622,115.104,110.730,105.633,107.244,101.125,100.991,105.016,104.537,100.000,95.455,89.482,91.046,93.729,91.949,94.985
 "27071","Koochiching, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",417168,419135,441560,489134,481684,476246,496682,476780,493810,521722,524146,509348,502774,480246,500029,519490,520851,550425
 "27073","Lac qui Parle, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",253892,281598,225904,284876,304107,324761,313096,314853,442390,395264,353996,394194,445409,362476,318287,312404,275090,355101
 "27073","Lac qui Parle, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.408,71.436,57.308,72.268,77.147,82.386,79.427,79.873,112.226,100.271,89.803,100.000,112.992,91.954,80.744,79.251,69.785,90.083
 "27073","Lac qui Parle, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",183911,204890,170394,227406,237219,256241,271809,279100,367268,348660,343574,394194,456663,364303,313793,305523,275426,360525
 "27075","Lake, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",473810,500010,511475,567852,581476,606797,573786,590240,532640,753215,814570,730720,766454,764351,543366,573100,633955,678920
 "27075","Lake, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.842,68.427,69.996,77.711,79.576,83.041,78.523,80.775,72.892,103.079,111.475,100.000,104.890,104.602,74.360,78.429,86.758,92.911
 "27075","Lake, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",290453,313649,330220,388168,429478,480831,474376,513648,484577,711500,811589,730720,749110,749445,529260,562677,646158,708704
 "27077","Lake of the Woods, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",124939,147874,170872,146968,155870,174662,156866,146672,144758,156002,149642,145305,158831,169051,177585,167599,177596,185363
 "27077","Lake of the Woods, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.984,101.768,117.595,101.145,107.271,120.204,107.956,100.941,99.624,107.362,102.985,100.000,109.308,116.342,122.215,115.343,122.223,127.568
 "27077","Lake of the Woods, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",93463,113017,134227,120354,130842,151352,141451,136069,137047,148737,145621,145305,162580,176299,191192,183763,198619,212555
 "27079","Le Sueur, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",730387,772878,757891,790723,768934,813452,782779,793419,750991,796031,832049,846671,854393,909615,848549,890598,941682,909516
 "27079","Le Sueur, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.266,91.284,89.514,93.392,90.818,96.076,92.454,93.710,88.699,94.019,98.273,100.000,100.912,107.434,100.222,105.188,111.222,107.423
 "27079","Le Sueur, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",532520,576475,573170,627082,630538,696404,702248,730405,690138,750350,814279,846671,862486,929883,876298,933099,1014702,1002038
 "27081","Lincoln, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",197556,169019,169735,191823,215361,215636,213567,257201,280897,285333,296872,303856,335889,319129,327851,302976,285950,353748
 "27081","Lincoln, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.016,55.625,55.861,63.130,70.876,70.966,70.286,84.646,92.444,93.904,97.702,100.000,110.542,105.026,107.897,99.710,94.107,116.420
 "27081","Lincoln, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",146764,126191,131485,157416,174879,179495,191730,233648,251351,262649,293871,303856,344600,327257,325852,294119,284681,359265
 "27083","Lyon, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1304367,1302848,1217303,1296715,1346164,1357218,1333966,1398070,1407739,1397306,1394182,1355903,1413376,1377590,1454316,1367354,1341581,1378792
 "27083","Lyon, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.199,96.087,89.778,95.635,99.282,100.097,98.382,103.110,103.823,103.054,102.823,100.000,104.239,101.599,107.258,100.844,98.944,101.688
 "27083","Lyon, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",971016,999971,950193,1051741,1109447,1144476,1184144,1269547,1292700,1309345,1348848,1355903,1449067,1431829,1526444,1452039,1439270,1506556
 "27085","McLeod, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1187935,1270085,1355780,1437228,1493364,1587901,1575862,1584418,1489071,1562702,1560653,1560590,1543140,1615741,1837450,1884386,1910707,1782458
 "27085","McLeod, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.121,81.385,86.876,92.095,95.692,101.750,100.979,101.527,95.417,100.135,100.004,100.000,98.882,103.534,117.741,120.748,122.435,114.217
 "27085","McLeod, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1096379,1176398,1245667,1322387,1380340,1477545,1481512,1488830,1437637,1513263,1525622,1560590,1585061,1677702,1931857,1981171,2054174,1948223
 "27087","Mahnomen, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",158937,168168,164218,158272,167401,175288,172659,174961,159740,159032,169639,181181,190199,171012,185603,231021,187011,182241
 "27087","Mahnomen, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.723,92.818,90.638,87.356,92.395,96.747,95.296,96.567,88.166,87.775,93.630,100.000,104.978,94.387,102.441,127.509,103.218,100.585
 "27087","Mahnomen, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",115180,124707,126242,127794,139472,151453,158522,164101,150691,151926,165828,181181,195832,177386,193313,235277,196385,195310
 "27089","Marshall, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",233379,252698,361544,237985,256772,296221,330889,430257,271730,321010,344146,417794,411974,322145,311684,360837,373461,374093
 "27089","Marshall, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.860,60.484,86.536,56.962,61.459,70.901,79.199,102.983,65.039,76.835,82.372,100.000,98.607,77.106,74.602,86.367,89.389,89.540
 "27089","Marshall, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",166593,184285,274889,192472,212452,251959,305199,403801,247377,296620,334719,417794,421903,330530,326104,377945,402424,407540
 "27091","Martin, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",812794,881405,909833,1016034,1075521,1136286,1107357,1092622,1063832,1108154,1108413,1098576,1115919,1124545,1084573,1014414,1155886,1024825
 "27091","Martin, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.986,80.232,82.819,92.486,97.901,103.433,100.799,99.458,96.837,100.872,100.896,100.000,101.579,102.364,98.725,92.339,105.217,93.287
 "27091","Martin, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",622369,679081,719871,841410,875843,937210,990296,990555,940545,1011055,1081418,1098576,1143477,1145446,1082860,1007233,1175330,1057327
 "27093","Meeker, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",525305,576076,574264,632785,633461,692024,683424,709423,640067,704662,708257,748580,730756,771317,797922,755193,785080,803213
 "27093","Meeker, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.173,76.956,76.714,84.531,84.622,92.445,91.296,94.769,85.504,94.133,94.613,100.000,97.619,103.037,106.591,100.883,104.876,107.298
 "27093","Meeker, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",412833,460616,464548,525112,532158,592960,613533,647417,593441,660564,686188,748580,748612,800351,838508,805197,844963,874704
 "27095","Mille Lacs, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",675359,717148,684423,722848,694327,708890,709055,690562,660240,683084,684479,705979,702888,705467,743233,758812,758981,766914
 "27095","Mille Lacs, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.663,101.582,96.947,102.389,98.350,100.412,100.436,97.816,93.521,96.757,96.955,100.000,99.562,99.927,105.277,107.484,107.508,108.631
 "27095","Mille Lacs, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",516557,559873,546001,595228,590611,624859,646406,641970,629687,657996,668948,705979,721054,739828,798507,825075,841289,868672
 "27097","Morrison, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",972382,987677,975590,1110838,1142368,1167578,1146086,1175001,1102036,1128482,1084205,1058918,994669,1085575,1153225,1169865,1157047,1177187
 "27097","Morrison, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.828,93.272,92.131,104.903,107.881,110.261,108.232,110.962,104.072,106.569,102.388,100.000,93.933,102.517,108.906,110.477,109.267,111.169
 "27097","Morrison, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",721621,747265,761074,900782,936963,979871,1018778,1064560,992216,1041862,1056328,1058918,1018088,1114180,1161070,1158592,1179107,1215508
 "27099","Mower, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1332612,1424398,1351443,1428292,1458540,1567126,1634815,1643172,1636513,1715229,1785633,1819162,1730213,1696299,1763936,1898568,1788469,1897575
 "27099","Mower, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.254,78.300,74.289,78.514,80.176,86.145,89.866,90.326,89.960,94.287,98.157,100.000,95.110,93.246,96.964,104.365,98.313,104.310
 "27099","Mower, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",994311,1096073,1056491,1145933,1188117,1301326,1414631,1466465,1531018,1621756,1732746,1819162,1769511,1771674,1893224,2065741,1964899,2104671
 "27101","Murray, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",316700,352755,308486,347353,387361,410344,427609,470854,528506,514516,534340,519968,607605,591386,699109,674145,591239,609134
 "27101","Murray, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",60.908,67.842,59.328,66.803,74.497,78.917,82.238,90.555,101.642,98.952,102.764,100.000,116.854,113.735,134.452,129.651,113.707,117.148
 "27101","Murray, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",230050,254591,233688,282084,305809,327740,380326,424665,449855,459369,524414,519968,623075,594173,653837,590573,540563,558780
 "27103","Nicollet, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1039543,1059475,1084542,1157685,1217407,1328574,1265635,1360718,1250479,1359915,1291182,1288233,1351114,1411375,1400610,1400726,1495668,1468349
 "27103","Nicollet, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.695,82.242,84.188,89.866,94.502,103.132,98.246,105.627,97.069,105.564,100.229,100.000,104.881,109.559,108.723,108.732,116.102,113.982
 "27103","Nicollet, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",849429,866291,901186,992782,1047761,1163588,1159913,1258351,1164558,1284151,1260754,1288233,1380757,1448251,1445927,1451218,1577049,1569956
 "27105","Nobles, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",863899,925539,905107,987415,1029167,1053461,1105371,1209855,1373435,1280506,1154813,1125584,1178217,1218557,1276693,1166846,1261977,1277102
 "27105","Nobles, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.751,82.227,80.412,87.725,91.434,93.592,98.204,107.487,122.020,113.764,102.597,100.000,104.676,108.260,113.425,103.666,112.118,113.461
 "27105","Nobles, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",631555,686153,688915,782779,812392,839518,939623,1060732,1225498,1171495,1115679,1125584,1208489,1252972,1289057,1170283,1288041,1311500
 "27107","Norman, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",263435,229852,311444,227546,247666,293553,288925,336870,235660,271498,270204,297268,329173,233494,231172,238618,222126,271725
 "27107","Norman, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.618,77.321,104.768,76.546,83.314,98.750,97.193,113.322,79.275,91.331,90.895,100.000,110.733,78.546,77.765,80.270,74.722,91.407
 "27107","Norman, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",191957,166920,238160,188258,200286,238954,265990,314011,205706,245107,263983,297268,336876,235341,231271,237567,225936,279954
 "27109","Olmsted, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6242441,6632616,7197560,7377355,7674246,7927149,8007284,8234933,8235961,8668718,8551386,8803399,9040046,9131626,9480782,9882843,10191913,10738821
 "27109","Olmsted, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.909,75.342,81.759,83.801,87.174,90.046,90.957,93.543,93.554,98.470,97.137,100.000,102.688,103.728,107.695,112.262,115.772,121.985
 "27109","Olmsted, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5545316,5939856,6428024,6632005,6992190,7290762,7519624,7776731,7945059,8430989,8394372,8803399,9163175,9370430,9856676,10404772,10854065,11590720
 "27111","Otter Tail, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1760315,1862197,1949936,2008703,2009524,2057575,2028619,2119998,1980979,2055949,2112669,2119597,2212891,2275111,2216803,2210039,2241975,2282953
 "27111","Otter Tail, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.050,87.856,91.996,94.768,94.807,97.074,95.708,100.019,93.460,96.997,99.673,100.000,104.401,107.337,104.586,104.267,105.774,107.707
 "27111","Otter Tail, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1377073,1483935,1592619,1692740,1724974,1809727,1846522,1965034,1877762,1962505,2059336,2119597,2267346,2361856,2316665,2330354,2401586,2485768
 "27113","Pennington, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",685453,723413,758368,764415,804673,806372,830125,906795,847403,946029,949468,974910,1051821,1069989,1148239,1084033,1124665,1182547
 "27113","Pennington, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.309,74.203,77.789,78.409,82.538,82.712,85.149,93.013,86.921,97.038,97.390,100.000,107.889,109.753,117.779,111.193,115.361,121.298
 "27113","Pennington, MN",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",516746,554408,595598,620663,672297,696291,739875,826035,799620,900687,924737,974910,1075602,1107617,1198856,1134358,1196227,1279101
 "27115","Pine, MN",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",598731,628751,606504,625703,613778,654941,641968,639089,617694,654298,658819,625997,612739,635051,657985,682864,699122,658912
 "27115","Pine, MN",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",95.644,100.440,96.886,99.953,98.048,104.624,102.551,102.091,98.674,104.521,105.243,100.000,97.882,101.446,105.110,109.084,111.681,105.258
